,shannon_index,richness
11255,1.8825225644507286,47.0
11294,2.5431795073997847,51.0
11299,2.059711861394564,32.0
11311,2.581042534966561,40.0
11343,2.13617144772342,46.0
11354,2.574404545513328,47.0
11369,2.056562529225128,41.0
11379,2.418265911709109,43.0
11389,2.715259251979651,46.0
11409,2.0063083408088103,34.0
11413,1.3568455997867235,30.0
11419,1.828697971703726,33.0
11431,2.0127265875057003,38.0
11432,1.9678232450126651,48.0
11434,1.782425050610673,26.0
11448,2.2509335218653224,34.0
11449,2.2655949837634966,41.0
11450,2.351881778615876,41.0
11451,2.068673698466367,33.0
11452,2.489138232918129,36.0
11454,2.3831522520264885,47.0
11459,2.603122046055929,48.0
11464,1.9194763715580234,37.0
11467,1.2110931219970176,39.0
11473,2.601768631035708,51.0
11475,2.1629886170414396,37.0
11477,2.623018020950914,44.0
11480,2.109954996449468,30.0
11486,1.8855334250519735,39.0
11487,2.3428378804456678,48.0
11489,2.5041686456947545,39.0
11492,2.0503736330961804,39.0
11495,1.7532782678114343,40.0
11501,1.535070009131245,45.0
11513,1.3078332291511308,30.0
11521,1.8576011497776246,35.0
11524,2.593538855955081,46.0
11526,1.646875352647804,42.0
11527,2.1940929466201844,47.0
11528,1.989977634557654,39.0
11580,2.0688772882631556,36.0
11607,2.26650890420419,43.0
11626,1.8244279963963312,42.0
11638,1.823349404877785,42.0
11641,2.480871635086947,42.0
11675,2.162944820858525,37.0
11682,2.5507402876475997,44.0
11694,2.1777589962638206,37.0
11710,2.181116995879576,25.0
11720,2.1887785278408334,42.0
11754,1.8787333743592207,33.0
11788,1.6003539833703033,30.0
11796,1.7475463957232709,39.0
11818,1.6941206449875517,28.0
11821,1.735006631907718,30.0
11822,1.7948179492544447,28.0
11873,2.521331347168665,46.0
11885,2.486234736109785,44.0
11927,2.146303900419212,32.0
11942,2.251554209199182,36.0
11955,2.2599689540557595,49.0
11965,2.2900773161797643,40.0
11984,2.298133255133379,36.0
11996,1.5748896373904508,34.0
12016,2.3004328429984673,44.0
12070,2.250660435056389,29.0
12082,2.1510135319209307,36.0
12101,2.7393737248989796,44.0
12106,2.294583893959727,40.0
12165,1.0568500826360043,35.0
12197,2.2696037033631047,43.0
12204,2.1922175312544434,44.0
12242,2.2605496834731666,41.0
12243,1.0017551666303346,10.0
12276,2.2545038251523315,43.0
12340,2.3675879311283894,45.0
12370,2.6648898545773076,29.0
12389,2.1440759740322153,39.0
12396,1.6468665562498814,25.0
