,shannon_index,richness
10639,1.088863191767782,6.0
10647,2.4523083717623266,16.0
10657,2.069817245411974,13.0
10659,1.997358516911458,10.0
10661,2.3566696064678374,15.0
10663,1.7266334315820853,10.0
10678,1.1425213358913853,6.0
10684,1.8931145426347702,12.0
10698,2.4231583324427333,15.0
10701,1.7435213520725168,9.0
10716,1.7048074394082589,14.0
10726,1.1038211025209967,9.0
10733,1.8882404130236043,13.0
10741,2.6562618017676876,23.0
10776,2.17159824020548,18.0
10784,1.3017974670426615,6.0
10794,1.0222637845289526,7.0
10801,2.3268212526375103,13.0
10804,1.6805086538648089,11.0
10805,1.1628122427694487,9.0
10807,1.9042882678813726,11.0
10817,1.8776673992513968,11.0
10835,0.879773135448281,9.0
10838,1.8294898983192276,9.0
10850,1.5951115383113548,8.0
10197,0.8686959598314037,3.0
10272,1.8107088432797227,9.0
10298,2.3612204794784155,15.0
10390,1.4159357607620287,7.0
10497,1.423342489723888,7.0
10504,2.217653860830053,17.0
10512,2.183265069199805,17.0
10515,1.4059472614104553,9.0
10562,1.4841118236923843,10.0
10583,2.067022548661264,14.0
10587,-0.0,1.0
10788,1.979792879408815,14.0
10797,1.3949609256853601,8.0
10802,2.186448670468495,15.0
10808,1.5256874494390873,11.0
10832,1.7128986098134384,12.0
10869,1.9741256883859903,12.0
10889,1.852136231230438,12.0
10890,1.8119934398124216,11.0
10907,2.004952642047319,13.0
10913,1.8420020844456841,12.0
10924,1.7821313161883272,11.0
10947,1.8481552597202724,11.0
10968,2.0069755723357194,12.0
10976,2.3822076344383967,15.0
10990,1.1513970232334132,7.0
11031,1.882487170467189,16.0
11035,2.3655696279552605,15.0
11049,1.7018750159433038,10.0
11057,2.2801535626627563,15.0
11062,1.4335820397128507,9.0
11106,1.3824778371744024,7.0
11124,2.1208520031280544,13.0
11159,1.66753966286238,11.0
11168,1.479974007165279,13.0
11170,1.8122776709643371,14.0
11171,1.9130593971924772,10.0
11203,2.1332389016164246,14.0
11209,2.524046849198905,18.0
11210,1.939634685483738,11.0
11213,1.9878167746444806,11.0
11223,2.1724336849675265,12.0
11226,1.8978298308959232,11.0
11227,2.186475370050788,15.0
11243,1.6240085748054656,7.0
11255,1.610278331376912,10.0
11294,2.3108780157978246,19.0
11299,1.8486506453812839,10.0
11311,2.3532604568350233,14.0
11343,1.894281002303059,12.0
11354,2.3835531371901064,19.0
11369,1.7711688745429581,10.0
11379,2.1770132861997586,16.0
11389,2.494610953004177,21.0
11409,1.7585903312986237,11.0
11413,1.0634831205586823,10.0
11419,1.5424262411831715,8.0
11431,1.739928016505461,9.0
11432,1.6874625218931432,11.0
11434,1.538846384917446,8.0
11448,2.0330890775432624,11.0
11449,2.0248328185157636,12.0
11450,2.122492610768563,13.0
11451,1.8293109740160922,11.0
11452,2.263318985728319,13.0
11454,2.1472741065492436,17.0
11459,2.3961962072310232,16.0
11464,1.6564602565502593,10.0
11467,0.8909971095572404,7.0
11473,2.382357704112263,16.0
11475,1.914487931921411,14.0
11477,2.421998667901554,17.0
11480,1.869282315578556,10.0
11486,1.6346423045709395,11.0
11487,2.120251489776954,16.0
11489,2.2622137561674656,15.0
11492,1.8104846403952286,13.0
11495,1.4923057668682442,11.0
11501,1.2343549457668261,11.0
11513,1.0655290958639565,11.0
11521,1.5971851150266687,10.0
11524,2.3650390685085037,16.0
11526,1.3834506069792012,10.0
11527,1.9328398567415277,13.0
11528,1.8169686656105943,13.0
11580,1.8183616557119826,8.0
11607,2.0242156853128037,14.0
11626,1.5524645476594554,12.0
11638,1.5524707757810559,10.0
11641,2.255392215414094,15.0
11675,1.923237273405823,11.0
11682,2.321751702831426,15.0
11694,1.9170908525533812,12.0
11710,1.9099620298823938,8.0
11720,1.9193518884668355,10.0
11754,1.7103153852546142,13.0
11788,1.3333942878321055,9.0
11796,1.4704037429208263,14.0
11818,1.4312385398743177,8.0
11821,1.4718781956740603,10.0
11822,1.5129124763564785,8.0
11873,2.2872049028465047,13.0
11885,2.246485028858215,12.0
11927,1.9196732020413507,10.0
11942,2.0008775120341746,12.0
11955,2.0251237201728634,14.0
11965,2.081708798033736,12.0
11984,2.0409903187990146,11.0
11996,1.313120102739545,8.0
12016,2.070348002790106,12.0
12070,2.023293116765199,10.0
12082,1.928857411209493,11.0
12101,2.525176753852271,19.0
12106,2.066685666962504,13.0
12165,0.7545812624939722,7.0
12197,2.037897426591162,11.0
12204,1.9234167914001132,13.0
12242,1.9936796613886885,12.0
12243,0.7783654181628795,3.0
12276,2.019144466111859,15.0
12340,2.1524099406858275,16.0
12370,2.461618379866713,16.0
12389,1.8605448353834697,10.0
12396,1.4261161899738566,5.0
